学年,対象の漢字,読み,文章,ぶんしょう
4,良,りょう,{不}[良]{同士}のけんかに{巻}きこまれる。,{ふ}[りょう]{どうし}のけんかに{ま}きこまれる。
4,芸,げい,サーカスではいろいろな{曲}[芸]が{見}られて{楽}しかった。,サーカスではいろいろな{きょく}[げい]が{み}られて{たの}しかった。
4,芽,が,{昨日植}えた{種}がもう{発}[芽]していた。,{きのうう}えた{たね}がもう{はつ}[が]していた。
4,芽,め,{学級委員}になって、{責任感}が[芽]{生}える。,{がっきゅういいん}になって、{せきにんかん}が[め]{ば}える。
4,英,えい,{上手}に[英]{語}を{話}せる{人}には、すごくあこがれる。,{じょうず}に[えい]{ご}を{はな}せる{ひと}には、すごくあこがれる。
4,茨,いばらき,{外国旅行}から、{家}のある[茨]{城県}に{帰}る。,{がいこくりょこう}から、{いえ}のある[いばらき]{けん}に{かえ}る。
4,菜,さい,{山}[菜]を{採}りに{山}に{入}る。,{さん}[さい]を{と}りに{やま}に{はい}る。
4,菜,な,{料理}に[菜]{種油}を{使}う。,{りょうり}に[な]{たねあぶら}を{つか}う。
4,街,がい,{夜}になって[街]{灯}が{光}るようになる。,{よる}になって[がい]{とう}が{ひか}るようになる。
4,街,まち,[街]のあちこちでお{祭}りの{音}がする。,[まち]のあちこちでお{まつ}りの{おと}がする。
4,衣,い,お{医者}さんが{白}[衣]をぬいで、{家}に{帰}った。,お{いしゃ}さんが{はく}[い]をぬいで、{いえ}に{かえ}った。
4,要,かなめ,この{道路}は、この{街}の{交通}の[要]になっている。,この{どうろ}は、この{まち}の{こうつう}の[かなめ]になっている。
4,要,よう,{必}[要]なもののメモを{持}って{買}い{物}に{行}く。,{ひつ}[よう]なもののメモを{も}って{か}い{もの}に{い}く。
4,覚,おぼ,{漢字}の{読}み{方}を[覚]えるために{勉強}する。,{かんじ}の{よ}み{かた}を[おぼ]えるために{べんきょう}する。
4,覚,かく,{悪}いくせを{自}[覚]して{直}そうとする。,{わる}いくせを{じ}[かく]して{なお}そうとする。
4,覚,さ,ねぼうしてお{昼}ごろに{目}を[覚]ました。,ねぼうしてお{ひる}ごろに{め}を[さ]ました。
4,観,かん,ゆかりさんはいつも{楽}[観]{的}だ。,ゆかりさんはいつも{らっ}[かん]{てき}だ。
4,訓,くん,この{問題}の{答}えは[訓]{読}みではありません。,この{もんだい}の{こた}えは[くん]{よ}みではありません。
4,試,こころ,{今}までにない{新}しい{方法}を[試]みる。,{いま}までにない{あたら}しい{ほうほう}を[こころ]みる。
4,試,し,サッカーの[試]{合}を{見}のがしてしまう。,サッカーの[し]{あい}を{み}のがしてしまう。
4,説,せつ,ある{地域}の{伝}[説]について{調}べる。,ある{ちいき}の{でん}[せつ]について{しら}べる。
4,説,と,{親}を[説]きふせて{遊}ぶ{許可}をもらう。,{おや}を[と]きふせて{あそ}ぶ{きょか}をもらう。
4,課,か,{放}[課]{後}にコンビニに{寄}り{道}する。,{ほう}[か]{ご}にコンビニに{よ}り{みち}する。
4,議,ぎ,お{正月}に{不思}[議]な{夢}を{見}た。,お{しょうがつ}に{ふし}[ぎ]な{ゆめ}を{み}た。
4,貨,か,{百}[貨]{店}でやっていたくじ{引}きで{当}たった。,{ひゃっ}[か]{てん}でやっていたくじ{び}きで{あ}たった。
4,賀,が,{遠}くの{親}せきから{年}[賀]{状}が{届}く。,{とお}くの{しん}せきから{ねん}[が]{じょう}が{とど}く。
4,軍,ぐん,[軍]{手}を{着}けて{畑}を{耕}す。,[ぐん]{て}を{つ}けて{はたけ}を{たがや}す。
4,輪,りん,たった{一}[輪]の{花}を{大切}に{育}てる。,たった{いち}[りん]の{はな}を{たいせつ}に{そだ}てる。
4,輪,わ,けっこん{指}[輪]を{差}し{出}してプロポーズする。,けっこん{ゆび}[わ]を{さ}し{だ}してプロポーズする。
4,辞,じ,リーダーに{推}せんされたが、[辞]{退}した。,リーダーに{すい}せんされたが、[じ]{たい}した。
4,辺,あた,{目的地}はあのビルの[辺]りにある。,{もくてきち}はあのビルの[あた]りにある。
4,辺,へん,ボールペン？その[辺]に{置}いといたよ。,ボールペン？その[へん]に{お}いといたよ。
4,辺,べ,{岸}[辺]で{海}をながめながら{思}いにふける。,{きし}[べ]で{うみ}をながめながら{おも}いにふける。
4,連,つ,おぼっちゃまがしつじを[連]れて{歩}いている。,おぼっちゃまがしつじを[つ]れて{ある}いている。
4,連,つら,{遠}くまで[連]なっている{万里}の{長城}を{写真}にとる。,{とお}くまで[つら]なっている{ばんり}の{ちょうじょう}を{しゃしん}にとる。
4,連,れん,[連]{続}で{当}たりくじを{引}き{当}てる。,[れん]{ぞく}で{あ}たりくじを{ひ}き{あ}てる。
4,達,たつ,{空手}の[達]{人}がかわらを{割}った。,{からて}の[たつ]{じん}がかわらを{わ}った。
4,選,えら,{自分}に{似合}う{服}を[選]んでもらう。,{じぶん}に{にあ}う{ふく}を[えら]んでもらう。
4,選,せん,{書道}コンクールに{入}[選]した。,{しょどう}コンクールに{にゅう}[せん]した。
4,郡,ぐん,{北海道}には、{百七十九}の{市町村}と、{六十四}の[郡]がある。,{ほっかいどう}には、{ひゃくななじゅうきゅう}の{しちょうそん}と、{むそし}の[ぐん]がある。
4,量,はか,{健康}しん{断}で{体重}を[量]る。,{けんこう}しん{だん}で{たいじゅう}を[はか]る。
4,量,りょう,{畑}から{大}[量]のじゃがいもがとれた。,{はたけ}から{たい}[りょう]のじゃがいもがとれた。
4,録,ろく,バラエティ{番組}を[録]{画}する。,バラエティ{ばんぐみ}を[ろく]{が}する。
4,鏡,かがみ,[鏡]もちにカビが{生}えてしまった。,[かがみ]もちにカビが{は}えてしまった。
4,鏡,きょう,{望遠}[鏡]でだれも{知}らない{星}を{探}す。,{ぼうえん}[きょう]でだれも{し}らない{ほし}を{さが}す。
4,関,かか,{前}に[関]わったことのある{人}から{手紙}が{届}いた。,{まえ}に[かか]わったことのある{ひと}から{てがみ}が{とど}いた。
4,関,かん,いきなり[関]{係}ない{話}を{始}める。,いきなり[かん]{けい}ない{はなし}を{はじ}める。
4,関,せき,{巻}き{物}をぬすんだにん{者}が[関]{所}でつかまった。,{ま}き{もの}をぬすんだにん{じゃ}が[せき]{しょ}でつかまった。
4,阜,ぎふ,{岐}[阜]{城}は{信長}が{住}んでいた{城}として{有名}だ。,{}[ぎふ]{じょう}は{のぶな}が{がす}んでいた{しろ}として{ゆうめい}だ。
4,阪,おおさか,{大}[阪]は「{食}いだおれの{街}」と{言}われている。,{}[おおさか]は「{く}いだおれの{まち}」と{い}われている。
4,陸,りく,{魚}が[陸]に{打}ち{上}げられる。,{さかな}が[りく]に{う}ち{あ}げられる。
4,静,しず,ねている{赤}ちゃんを[静]かに{運}ぶ。,ねている{あか}ちゃんを[しず]かに{はこ}ぶ。
4,静,せい,{冬}はよく[静]{電気}が{起}こるからきらいだ。,{ふゆ}はよく[せい]{でんき}が{お}こるからきらいだ。
4,順,じゅん,{教}えてもらった{道}[順]をメモする。,{おし}えてもらった{みち}[じゅん]をメモする。
4,願,ねが,{君}、{昨日}も{一生}のお[願]いって{言}ってたよね。,{きみ}、{きのう}も{いっしょう}のお[ねが]いって{い}ってたよね。
4,類,たぐい,[類]まれな{才能}の{持}ち{主}と{話}す。,[たぐい]まれな{さいのう}の{も}ち{ぬし}と{はな}す。
4,類,るい,{書}[類]をまとめてファイルに{入}れる。,{しょ}[るい]をまとめてファイルに{い}れる。
4,飛,と,テーブルにケチャップが[飛]び{散}る。,テーブルにケチャップが[と]び{ち}る。
4,飛,ひ,[飛]{行機}に{乗}って{旅行}に{行}く。,[ひ]{こうき}に{の}って{りょこう}に{い}く。
4,飯,はん,お{正月}に{赤}[飯]をたく。,お{しょうがつ}に{せき}[はん]をたく。
4,飯,めし,この{程度}のことなら、{朝}[飯]{前}だよ。,この{ていど}のことなら、{あさ}[めし]{まえ}だよ。
4,養,やしな,{会社}に{勤}めて{子}どもたちを[養]う。,{かいしゃ}に{つと}めて{こ}どもたちを[やしな]う。
4,養,よう,スポーツ{選手}が{病気}で{休}[養]する。,スポーツ{せんしゅ}が{びょうき}で{きゅう}[よう]する。
4,香,か,[香]{川県}にはうどん{以外}にもいろいろな{名産品}がある。,[か]{がわけん}にはうどん{いがい}にもいろいろな{めいさんひん}がある。
4,香,かお,この{通}りは{花屋}があるから、いつも{花}の[香]りがする。,この{とお}りは{はなや}があるから、いつも{はな}の[かお]りがする。
4,験,けん,{気合}を{入}れて{受}[験]{勉強}をする。,{きあい}を{い}れて{じゅ}[けん]{べんきょう}をする。
4,鹿,かごしま,[鹿]{児島県}から、{親}せきのおばさんが{遊}びに{来}た。,[かごしま]{けん}から、{しん}せきのおばさんが{あそ}びに{き}た。
4,鹿,しか,{奈良県}にはあちこちに[鹿]がいた。,{ならけん}にはあちこちに[しか]がいた。
5,久,きゅう,マラソンでは{持}[久]{力}が{試}される。,マラソンでは{じ}[きゅう]{りょく}が{ため}される。
5,久,ひさ,{同窓会}で[久]しぶりに{友}だちに{会}う。,{どうそうかい}で[ひさ]しぶりに{とも}だちに{あ}う。
5,仏,ぶつ,おそう{式}でおぼうさんが{念}[仏]を{唱}える。,おそう{しき}でおぼうさんが{ねん}[ぶつ]を{とな}える。
5,仏,ほとけ,[仏]{様}に{手}を{合}わせる。,[ほとけ]{さま}に{て}を{あ}わせる。
5,仮,か,ハロウィンの{日}に、みんなで[仮]{装}して{集}まる。,ハロウィンの{ひ}に、みんなで[か]{そう}して{あつ}まる。
5,仮,かり,[仮]にこうだったらの、{例}え{話}をする。,[かり]にこうだったらの、{たと}え{ばなし}をする。
5,件,けん,{先}に{勉強}することを{条}[件]に、{遊}ぶ{許可}をもらう。,{さき}に{べんきょう}することを{じょう}[けん]に、{あそ}ぶ{きょか}をもらう。
5,任,にん,{自分}の{言葉}に{責}[任]を{持}とうとする。,{じぶん}の{ことば}に{せき}[にん]を{も}とうとする。
5,任,まか,そうじ{当番}なのに{人}[任]せにしないでよ。,そうじ{とうばん}なのに{ひと}[まか]せにしないでよ。
5,似,に,{兄}だと{思}ったが、[似]ている{別}の{人}だった。,{あに}だと{おも}ったが、[に]ている{べつ}の{ひと}だった。
5,余,あま,[余]った{野菜}や{肉}をまとめてなべに{入}れる。,[あま]った{やさい}や{にく}をまとめてなべに{い}れる。
5,余,あま,{勉強}の{成果}を[余]すところなくテストで{発揮}する。,{べんきょう}の{せいか}を[あま]すところなくテストで{はっき}する。
5,余,よ,ヘビの{絵}に[余]{計}な{足}を{書}き{足}してしまう。,ヘビの{え}に[よ]{けい}な{あし}を{か}き{た}してしまう。
5,価,か,おかしが{安}[価]で{売}られている。,おかしが{あん}[か]で{う}られている。
5,保,たも,{清潔感}を{常}に[保]つ。,{せいけつかん}を{つね}に[たも]つ。
5,保,ほ,{三時間}かけて{作}ったデータを[保]{存}し{忘}れてしまう。,{さんじかん}かけて{つく}ったデータを[ほ]{ぞん}し{わす}れてしまう。
5,修,おさ,{大学}で{生物学}を[修]めた。,{だいがく}で{せいぶつがく}を[おさ]めた。
5,修,しゅう,{書}きまちがえたところを[修]{正液}で{直}す。,{か}きまちがえたところを[しゅう]{せいえき}で{なお}す。
5,個,こ,わたしのクラスには[個]{性的}な{人}がたくさんいる。,わたしのクラスには[こ]{せいてき}な{ひと}がたくさんいる。
5,停,てい,[停]{留所}でバスが{来}るのを{待}つ。,[てい]{りゅうじょ}でバスが{く}るのを{ま}つ。
5,備,そな,もしもの{時}のために、いろいろと[備]える。,もしもの{とき}のために、いろいろと[そな]える。
5,備,び,{予}[備]のティッシュをたなにしまう。,{よ}[び]のティッシュをたなにしまう。
5,像,ぞう,ぼくの{学校}には{二宮金次郎}の{銅}[像]がある。,ぼくの{がっこう}には{にのみやきんじろう}の{どう}[ぞう]がある。
5,再,さ,[再]{来週}のコンサートが{今}から{楽}しみだ。,[さ]{らいしゅう}のコンサートが{いま}から{たの}しみだ。
5,再,さい,{昔}の{友}だちと{久}しぶりに[再]{会}する。,{むかし}の{とも}だちと{ひさ}しぶりに[さい]{かい}する。
5,再,ふたた,{前}にも{買}ったおかしを[再]び{買}う。,{まえ}にも{か}ったおかしを[ふたた]び{か}う。
5,刊,かん,{週}[刊]{誌}を{買}って{読}む。,{しゅう}[かん]{し}を{か}って{よ}む。
5,判,はん,{素早}く[判]{断}して{指示}を{出}す。,{すばや}く[はん]{だん}して{しじ}を{だ}す。
5,判,ばん,このお{店}は{評}[判]がとても{良}いんだよ。,このお{みせ}は{ひょう}[ばん]がとても{よ}いんだよ。
