学年,対象の漢字,読み,文章,ぶんしょう,英語,スペイン語
4,束,そく,{練習}の{中}でチームの{結}[束]が{強}くなる。,{れんしゅう}の{なか}でチームの{けっ}[そく]が{つよ}くなる。,The team bond becomes stronger during practice.,El vínculo del equipo se fortalece durante la práctica.
4,束,たば,コードの{余}った{部分}を[束]ねておく。,コードの{あま}った{ぶぶん}を[たば]ねておく。,Bundle up the excess cord.,Agrupe el exceso de cable.
4,松,しょう,[松]・{竹}・{梅}の{中}からコースを{選}ぶ。,[しょう]・{ちく}・{ばい}の{なか}からコースを{えら}ぶ。,"Choose a course from pine, bamboo, or plum.","Elija un plato entre pino, bambú o ciruelo."
4,松,まつ,ぼんさいで[松]の{木}を{育}てる。,ぼんさいで[まつ]の{き}を{そだ}てる。,Grow pine trees with Bonsai.,Cultiva pinos con Bonsai.
4,果,か,[果]{樹園}でしぼりたてのジュースを{買}う。,[か]{じゅえん}でしぼりたてのジュースを{か}う。,Buy freshly squeezed juice at the orchard.,Compra jugo recién exprimido en el huerto.
4,果,は,くじ{引}きの{屋台}でおこづかいを{使}い[果]たす。,くじ{び}きの{やたい}でおこづかいを{つか}い[は]たす。,Use up your allowance at the lottery stall.,Utilice su asignación en el puesto de lotería.
4,栃,とち,{今}は[栃]{木県}に{住}んでいるが、{出身}は{東京}だ。,{いま}は[とち]{ぎけん}に{す}んでいるが、{しゅっしん}は{とうきょう}だ。,"I currently live in Tochigi Prefecture, but I am originally from Tokyo.","Actualmente vivo en la prefectura de Tochigi, pero soy originario de Tokio."
4,栄,えい,おかしばかりじゃなくて、もっと[栄]{養}のあるものも{食}べなさい。,おかしばかりじゃなくて、もっと[えい]{よう}のあるものも{た}べなさい。,"Don't just eat snacks, eat something more nutritious.","No te limites a comer snacks, come algo más nutritivo."
4,栄,さか,あの{街}は{観光名所}が{出来}てから、{急激}に[栄]えた。,あの{まち}は{かんこうめいしょ}が{でき}てから、{きゅうげき}に[さか]えた。,"After that town became a tourist attraction, it rapidly prospered.","Después de que esa ciudad se convirtiera en una atracción turística, prosperó rápidamente."
4,案,あん,ツアー{旅行}でガイドさんに[案]{内}してもらう。,ツアー{りょこう}でガイドさんに[あん]{ない}してもらう。,Ask a guide to guide you on a tour trip.,Pídele a un guía que te guíe en un viaje turístico.
4,梅,うめ,[梅]{干}し{入}りのおにぎりを{食}べる。,[うめ]{ぼ}し{い}りのおにぎりを{た}べる。,Eating rice balls with pickled plums.,Comer bolas de arroz con ciruelas encurtidas.
4,梅,ばい,[梅]{林}の{中}をのんびり{歩}く。,[ばい]{りん}の{なか}をのんびり{ある}く。,Take a leisurely walk through the plum grove.,Dé un paseo tranquilo por el ciruelo.
4,械,かい,とても{大}きな{機}[械]が{動}いている。,とても{おお}きな{き}[かい]が{うご}いている。,A very large machine is moving.,Una máquina muy grande se está moviendo.
4,極,きょく,{積}[極]{的}に{発表}していることを{先生}にほめられた。,{せっ}[きょく]{てき}に{はっぴょう}していることを{せんせい}にほめられた。,My teacher praised my active presentation.,Mi profesor elogió mi presentación activa.
4,標,ひょう,クマの[標]{本}が{展示}されている。,クマの[ひょう]{ほん}が{てんじ}されている。,Specimens of bears are on display.,Se exhiben ejemplares de osos.
4,機,き,この{電子}レンジにはたくさんの[機]{能}が{付}いている。,この{でんし}レンジにはたくさんの[き]{のう}が{つ}いている。,This microwave oven has many functions.,Este horno microondas tiene muchas funciones.
4,欠,か,ゆかに{落}としてお{皿}が[欠]けてしまった。,ゆかに{お}としてお{さら}が[か]けてしまった。,I dropped it in the water and the plate got chipped.,Lo tiré al agua y el plato se partió.
4,欠,けつ,{花}を{大}きく{育}てるには{水}と{日光}が{必要不可}[欠]だ。,{はな}を{おお}きく{そだ}てるには{みず}と{にっこう}が{ひつようふか}[けつ]だ。,Water and sunlight are essential for flowers to grow.,El agua y la luz del sol son esenciales para que crezcan las flores.
4,残,のこ,[残]っている。,[のこ]っている。,It remains.,Queda.
4,残,ざん,{大会}で{優勝}できなくてとても[残]{念}だ。,{たいかい}で{ゆうしょう}できなくてとても[ざん]{ねん}だ。,I'm very disappointed that I couldn't win the tournament.,Estoy muy decepcionado por no haber podido ganar el torneo.
4,残,のこ,おかしを{食}べ{過}ぎて{晩}ごはんを[残]した。,おかしを{た}べ{す}ぎて{ばん}ごはんを[のこ]した。,I ate too much snacks and left dinner behind.,Comí demasiados bocadillos y dejé la cena.
4,氏,し,{受付}の{人}に{自分}の[氏]{名}を{伝}える。,{うけつけ}の{ひと}に{じぶん}の[し]{めい}を{つた}える。,Tell the receptionist your name.,Dile a la recepcionista tu nombre.
4,民,みん,{市}[民]ホールでコンサートが{開}かれる。,{し}[みん]ホールでコンサートが{ひら}かれる。,A concert will be held at the Municipal Hall.,Se realizará un concierto en el Salón Municipal.
4,求,きゅう,ゆうかい{犯}からお{金}を{要}[求]される。,ゆうかい{はん}からお{かね}を{よう}[きゅう]される。,A thief demands money.,Un ladrón exige dinero.
4,求,もと,{年末}はおもちを{買}い[求]める{人}が{多}くなる。,{ねんまつ}はおもちを{か}い[もと]める{ひと}が{おお}くなる。,"At the end of the year, many people buy mochi.","Al final del año, mucha gente compra mochi."
4,沖,おき,{修学旅行}の{行}き{先}は[沖]{縄}だ。,{しゅうがくりょこう}の{い}き{さき}は[おき]{なわ}だ。,The destination of the school trip is Okinawa.,El destino del viaje escolar es Okinawa.
4,治,おさ,{王様}によって{国}が[治]められる。,{おうさま}によって{くに}が[おさ]められる。,The country is ruled by a king.,El país está gobernado por un rey.
4,治,じ,{政}[治]に{関心}を{持}つ。,{せい}[じ]に{かんしん}を{も}つ。,Interested in politics.,Interesado en la política.
4,治,ち,{病院}でケガを[治]りょうしてもらう。,{びょういん}でケガを[ち]りょうしてもらう。,Get your injuries treated at the hospital.,Trate sus lesiones en el hospital.
4,治,なお,ばんそうこうをはって{自然}に[治]るのを{待}つ。,ばんそうこうをはって{しぜん}に[なお]るのを{ま}つ。,Put on a bandage and wait for it to heal naturally.,Colóquese una venda y espere a que sane de forma natural.
4,法,ほう,{薬}は{用}[法]・{用量}を{守}ってお{飲}みください。,{くすり}は{よう}[ほう]・{ようりょう}を{まも}ってお{の}みください。,Please take the medicine according to the directions and dosage.,Tome el medicamento según las instrucciones y la dosis.
4,泣,な,{映画}を{見}て{思}わず[泣]いてしまった。,{えいが}を{み}て{おも}わず[な]いてしまった。,I burst into tears when I saw the movie.,Me eché a llorar cuando vi la película.
4,浅,あさ,{海}の[浅]いところで{遊}ぶ。,{うみ}の[あさ]いところで{あそ}ぶ。,Play in the shallows of the sea.,Juega en las aguas poco profundas del mar.
4,浴,あ,{川}で{野鳥}が{水}を[浴]びている。,{かわ}で{やちょう}が{みず}を[あ]びている。,Wild birds are bathing in the river.,Los pájaros salvajes se bañan en el río.
4,浴,あ,{記者会見}で{政治家}に{次々}と{質問}が[浴]びせられる。,{きしゃかいけん}で{せいじか}に{つぎつぎ}と{しつもん}が[あ]びせられる。,"At press conferences, politicians are bombarded with questions one after another.","En las ruedas de prensa, los políticos son bombardeados con preguntas una tras otra."
4,浴,よく,{来週}、みんなで{海水}[浴]に{行}かない？,{らいしゅう}、みんなで{かいすい}[よく]に{い}かない？,Shall we all go swimming at the beach next week?,¿Vamos todos a nadar a la playa la semana que viene?
4,清,きよ,{家}の{前}をほうきではき[清]める。,{いえ}の{まえ}をほうきではき[きよ]める。,Clean the front of your house with a broom.,Limpia el frente de tu casa con una escoba.
4,清,せい,{下書}きした{文章}をペンで[清]{書}する。,{したが}きした{ぶんしょう}をペンで[せい]{しょ}する。,Clean up the drafted text with a pen.,Limpia el texto redactado con un bolígrafo.
4,満,まん,{朝}の[満]{員電車}に{乗}りこむ。,{あさ}の[まん]{いんでんしゃ}に{の}りこむ。,Climb onto a crowded train in the morning.,Sube a un tren lleno de gente por la mañana.
4,満,み,{水}とうの{中}をジュースで[満]たす。,{すい}とうの{なか}をジュースで[み]たす。,Fill the water container with juice.,Llene el recipiente de agua con jugo.
4,満,み,{自信}に[満]ちた{態度}で{演説}をする。,{じしん}に[み]ちた{たいど}で{えんぜつ}をする。,Deliver your speech in a confident manner.,Pronuncia tu discurso con confianza.
4,滋,しが,テレビで[滋]{賀県}の{方言}を{知}った。,テレビで[しが]{けん}の{ほうげん}を{し}った。,I learned about the dialect of Shiga Prefecture on TV.,Aprendí sobre el dialecto de la prefectura de Shiga por televisión.
4,漁,ぎょ,{明治時代}は[漁]{村}だったのが{発展}して、{今}の{町}になった。,{めいじじだい}は[ぎょ]{そん}だったのが{はってん}して、{いま}の{まち}になった。,"It was a fishing village during the Meiji period, but it developed into the town it is today.","Fue un pueblo de pescadores durante el período Meiji, pero se convirtió en la ciudad que es hoy."
4,漁,ぎょ,[漁]{船}が{大漁旗}をあげて{帰}ってきた。,[ぎょ]{せん}が{たいりょうき}をあげて{かえ}ってきた。,The fishing boat returned with the flag of a big catch.,El pesquero regresó con la bandera de una gran pesca.
4,潟,がた,{新}[潟]{県}の{親}せきから{新米}が{届}いた。,{にい}[がた]{けん}の{しん}せきから{しんまい}が{とど}いた。,New rice arrived from relatives in Niigata Prefecture.,Llegó arroz nuevo de familiares en la prefectura de Niigata.
4,灯,とう,[灯]{台}の{光}をたよりにして{船}を{進}める。,[とう]{だい}の{ひかり}をたよりにして{ふね}を{すす}める。,Navigate the ship by relying on the light from the lighthouse.,Navega el barco confiando en la luz del faro.
4,無,な,{先生}が{休}んで、{今日}の{小}テストが[無]くなる。,{せんせい}が{やす}んで、{きょう}の{しょう}テストが[な]くなる。,The teacher is absent and there will be no quiz today.,El profesor está ausente y hoy no habrá examen.
4,無,ぶ,{火事}が{起}こりかけたが、[無]{事}に{消火}された。,{かじ}が{お}こりかけたが、[ぶ]{じ}に{しょうか}された。,"A fire almost broke out, but it was successfully extinguished.","Casi se produjo un incendio, pero fue extinguido con éxito."
4,無,む,{気}まずいふんいきで[無]{言}になる。,{き}まずいふんいきで[む]{ごん}になる。,It's awkward and I'm speechless.,Es incómodo y me quedo sin palabras.
4,然,ぜん,テレビがとつ[然]こわれてしまう。,テレビがとつ[ぜん]こわれてしまう。,The TV suddenly breaks.,El televisor se estropea de repente.
4,然,ねん,{天}[然]の{温泉}に{入}りに{行}く。,{てん}[ねん]の{おんせん}に{はい}りに{い}く。,Go to a natural hot spring.,Ir a una fuente termal natural.
4,焼,や,{朝}ごはんに{目玉}[焼]きを{食}べる。,{あさ}ごはんに{めだま}[や]きを{た}べる。,I eat fried eggs for breakfast.,Como huevos fritos en el desayuno.
4,照,しょう,{暗}くなってきたので[照]{明}をつける。,{くら}くなってきたので[しょう]{めい}をつける。,"It's getting dark, so I turn on the lights.","Está oscureciendo, así que enciendo las luces."
